sequence,target,seg_id,speaker_id,dataset,speech_register
"[4, 4, 1, 4, 4, 4, 4, 1, 1, 1]",3,B-18_10_pass1_707_9,B-18,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 1, 1, 1, 3]",3,B-18_10_pass1_707_9,B-18,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 1, 1, 1, 3, 3]",1,B-18_10_pass1_707_9,B-18,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 1, 3, 3, 1]",4,B-18_10_pass1_707_9,B-18,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 1, 3, 3, 1, 4]",4,B-18_10_pass1_707_9,B-18,IDSLabel-norm,IDS
"[5, 1, 3, 5, 4, 1, 3, 5, 1, 3]",4,B-18_10_pass1_745_1,B-18,IDSLabel-norm,ADS
"[1, 3, 5, 4, 1, 3, 5, 1, 3, 4]",4,B-18_10_pass1_745_1,B-18,IDSLabel-norm,ADS
"[3, 5, 4, 1, 3, 5, 1, 3, 4, 4]",1,B-18_10_pass1_745_1,B-18,IDSLabel-norm,ADS
"[5, 4, 1, 3, 5, 1, 3, 4, 4, 1]",1,B-18_10_pass1_745_1,B-18,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 1, 1, 4, 4, 3]",5,B-18_10_pass1_745_14,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 1, 4, 4, 3, 5]",3,B-18_10_pass1_745_14,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 1, 1, 4, 4, 3, 5, 3]",5,B-18_10_pass1_745_14,B-18,IDSLabel-norm,ADS
"[4, 4, 1, 1, 4, 4, 3, 5, 3, 5]",3,B-18_10_pass1_745_14,B-18,IDSLabel-norm,ADS
"[4, 1, 1, 4, 4, 3, 5, 3, 5, 3]",1,B-18_10_pass1_745_14,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",1,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 1]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 4, 4, 4, 1, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 4, 1, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 1, 4, 4, 4, 1, 4, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[1, 4, 4, 4, 1, 4, 4, 4, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",3,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 3]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 1, 1, 4, 3, 4]",1,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 1, 4, 3, 4, 1]",4,B-18_10_pass1_745_16,B-18,IDSLabel-norm,ADS
"[1, 4, 3, 3, 3, 5, 3, 1, 1, 3]",5,B-18_10_pass1_745_18,B-18,IDSLabel-norm,ADS
"[1, 1, 4, 4, 4, 1, 4, 4, 4, 1]",4,B-18_10_pass1_759_12,B-18,IDSLabel-norm,ADS
"[1, 4, 4, 4, 1, 4, 4, 4, 1, 4]",4,B-18_10_pass1_759_12,B-18,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 4, 1, 4, 4]",1,B-18_10_pass1_759_12,B-18,IDSLabel-norm,ADS
"[4, 4, 1, 4, 4, 4, 1, 4, 4, 1]",4,B-18_10_pass1_759_12,B-18,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 1, 4, 4, 1, 4]",4,B-18_10_pass1_759_12,B-18,IDSLabel-norm,ADS
"[5, 2, 5, 3, 3, 5, 3, 5, 1, 3]",4,B-18_10_pass1_759_14,B-18,IDSLabel-norm,ADS
"[3, 3, 4, 1, 3, 5, 3, 3, 3, 5]",3,B-18_10_pass1_759_6,B-18,IDSLabel-norm,ADS
"[3, 4, 1, 3, 5, 3, 3, 3, 5, 3]",4,B-18_10_pass1_759_6,B-18,IDSLabel-norm,ADS
"[4, 1, 3, 5, 3, 3, 3, 5, 3, 4]",1,B-18_10_pass1_759_6,B-18,IDSLabel-norm,ADS
"[1, 3, 5, 3, 3, 3, 5, 3, 4, 1]",5,B-18_10_pass1_759_6,B-18,IDSLabel-norm,ADS
"[3, 5, 3, 3, 3, 5, 3, 4, 1, 5]",3,B-18_10_pass1_759_6,B-18,IDSLabel-norm,ADS
"[2, 6, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_13,B-19,IDSLabel-norm,IDS
"[6, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_13,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-19_12_pass1_1018_13,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",2,B-19_12_pass1_1018_13,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 2]",5,B-19_12_pass1_1018_13,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 2, 5]",1,B-19_12_pass1_1018_13,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 2, 5, 1]",4,B-19_12_pass1_1018_13,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 2, 5, 1, 4]",4,B-19_12_pass1_1018_13,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 2, 5, 1, 4, 4]",4,B-19_12_pass1_1018_13,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",1,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 1]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 1, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 1, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 1, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 1, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 1, 1, 1, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 1, 1, 1, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[1, 1, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",1,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 1]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 1, 4]",4,B-19_12_pass1_1018_27,B-19,IDSLabel-norm,IDS
"[3, 4, 4, 1, 4, 4, 4, 4, 4, 1]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 4, 1, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 4, 1, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 1, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_1,B-19,IDSLabel-norm,IDS
"[4, 3, 1, 3, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_11,B-19,IDSLabel-norm,IDS
"[3, 1, 3, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_11,B-19,IDSLabel-norm,IDS
"[1, 3, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_11,B-19,IDSLabel-norm,IDS
"[3, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_11,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_11,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 4, 1, 4]",4,B-19_12_pass1_1035_3,B-19,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 1, 4, 4]",4,B-19_12_pass1_1035_3,B-19,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 1, 4, 4, 4]",4,B-19_12_pass1_1035_3,B-19,IDSLabel-norm,IDS
"[3, 3, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[3, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",1,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 4, 4, 1]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 4, 4, 1, 4]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 4, 1, 4, 4]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 1, 4, 4, 4]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 1, 4, 4, 4, 4]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[4, 1, 4, 4, 1, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[1, 4, 4, 1, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_5,B-19,IDSLabel-norm,IDS
"[3, 3, 3, 4, 1, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[3, 3, 4, 1, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[3, 4, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",3,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 3]",3,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 4, 3, 3]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 4, 3, 3, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 3, 3, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 3, 3, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 1, 1, 4, 3, 3, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[1, 1, 4, 3, 3, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[1, 4, 3, 3, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 3, 3, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[3, 3, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[3, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_7,B-19,IDSLabel-norm,IDS
"[3, 3, 5, 4, 4, 4, 4, 4, 4, 4]",1,B-19_12_pass1_1035_9,B-19,IDSLabel-norm,IDS
"[3, 5, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-19_12_pass1_1035_9,B-19,IDSLabel-norm,IDS
"[5, 4, 4, 4, 4, 4, 4, 4, 1, 1]",4,B-19_12_pass1_1035_9,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",4,B-19_12_pass1_1035_9,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 4]",4,B-19_12_pass1_1035_9,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 4, 4, 4]",4,B-19_12_pass1_1035_9,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 4, 4, 4, 4]",4,B-19_12_pass1_1035_9,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1035_9,B-19,IDSLabel-norm,IDS
"[3, 4, 1, 3, 1, 4, 4, 4, 1, 3]",1,B-19_12_pass1_1059_11,B-19,IDSLabel-norm,ADS
"[4, 1, 3, 1, 4, 4, 4, 1, 3, 1]",3,B-19_12_pass1_1059_11,B-19,IDSLabel-norm,ADS
"[1, 3, 1, 4, 4, 4, 1, 3, 1, 3]",3,B-19_12_pass1_1059_11,B-19,IDSLabel-norm,ADS
"[3, 1, 4, 4, 4, 1, 3, 1, 3, 3]",5,B-19_12_pass1_1059_11,B-19,IDSLabel-norm,ADS
"[5, 4, 5, 4, 4, 4, 1, 4, 4, 1]",4,B-19_12_pass1_1060_10,B-19,IDSLabel-norm,ADS
"[4, 5, 4, 4, 4, 1, 4, 4, 1, 4]",4,B-19_12_pass1_1060_10,B-19,IDSLabel-norm,ADS
"[1, 3, 1, 4, 4, 4, 4, 4, 1, 3]",1,B-19_12_pass1_1060_11,B-19,IDSLabel-norm,ADS
"[3, 1, 4, 4, 4, 4, 4, 1, 3, 1]",4,B-19_12_pass1_1060_11,B-19,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 4, 1, 3, 1, 4]",4,B-19_12_pass1_1060_11,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",4,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",4,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",4,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",4,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[4, 4, 1, 4, 4, 4, 4, 4, 4, 3]",5,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 4, 4, 3, 5]",4,B-19_12_pass1_1060_13,B-19,IDSLabel-norm,ADS
"[1, 4, 3, 4, 1, 1, 3, 1, 5, 3]",1,B-19_12_pass1_1060_3,B-19,IDSLabel-norm,ADS
"[4, 3, 4, 1, 1, 3, 1, 5, 3, 1]",1,B-19_12_pass1_1060_3,B-19,IDSLabel-norm,ADS
"[3, 4, 1, 1, 3, 1, 5, 3, 1, 1]",4,B-19_12_pass1_1060_3,B-19,IDSLabel-norm,ADS
"[4, 1, 1, 3, 1, 5, 3, 1, 1, 4]",4,B-19_12_pass1_1060_3,B-19,IDSLabel-norm,ADS
"[1, 1, 3, 1, 5, 3, 1, 1, 4, 4]",4,B-19_12_pass1_1060_3,B-19,IDSLabel-norm,ADS
"[1, 3, 1, 5, 3, 1, 1, 4, 4, 4]",1,B-19_12_pass1_1060_3,B-19,IDSLabel-norm,ADS
"[3, 1, 5, 3, 1, 1, 4, 4, 4, 1]",3,B-19_12_pass1_1060_3,B-19,IDSLabel-norm,ADS
"[1, 5, 3, 1, 1, 4, 4, 4, 1, 3]",3,B-19_12_pass1_1060_3,B-19,IDSLabel-norm,ADS
"[4, 1, 4, 5, 3, 5, 4, 1, 4, 4]",4,B-19_12_pass1_1060_4,B-19,IDSLabel-norm,IDS
"[1, 4, 5, 3, 5, 4, 1, 4, 4, 4]",4,B-19_12_pass1_1060_4,B-19,IDSLabel-norm,IDS
"[4, 5, 3, 5, 4, 1, 4, 4, 4, 4]",4,B-19_12_pass1_1060_4,B-19,IDSLabel-norm,IDS
"[5, 3, 5, 4, 1, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_4,B-19,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 1, 4, 4, 3]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 1, 4, 4, 3, 4]",4,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 4, 4, 3, 4, 4]",1,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 3, 4, 4, 1]",1,B-19_12_pass1_1060_6,B-19,IDSLabel-norm,ADS
